video_name,frame_index,mean_flow,std_flow,edge_ratio,keypoint_count,fft_peak1,fft_peak2,fft_peak3,view,state
angle_evm_segment_10_5s.avi,0,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,1,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,2,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,3,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,4,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,5,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,6,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,7,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,8,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,9,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,10,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,11,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,12,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,13,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,14,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,15,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,16,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,17,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,18,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,19,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,20,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,21,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,22,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,23,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,24,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,25,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,26,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,27,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,28,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,29,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,30,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,31,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,32,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,33,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,34,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,35,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,36,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,37,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,38,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,39,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,40,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,41,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,42,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,43,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
angle_evm_segment_10_5s.avi,44,-0.001322887,0.12923911,0.020753522883152513,6418,9445906.0,9445748.0,9445333.0,angle,Bearing_fault
